project_id,state,district,project_type,land_area_hectares,affected_families,compensation_status,legal_dispute,approval_stage,possession_status,rehabilitation_progress_pct,stakeholder_responsiveness,historical_dept_performance_score,months_since_initiation,approval_timeline_days,notification_delay,approval_delay,compensation_delay,possession_delay,delay_label
LA-3113,Uttar Pradesh,Prayagraj,Industrial Corridor,76.44,130,Pending,No,Notification,Not Started,57.1,High,55.91129042563428,11.4,182,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3114,Bihar,Bhagalpur,Metro,27.4,24,Partially Paid,Yes,Compensation,In Progress,76.4,High,48.35190532266772,24.2,275,Delayed,Delayed,Delayed,Delayed,Delayed
LA-3115,Karnataka,Mysuru,Metro,109.17,157,Pending,No,Approval,Not Started,20.8,Medium,53.910936940647844,4.6,188,Delayed,On-Time,On-Time,Delayed,Delayed
LA-3116,Uttar Pradesh,Varanasi,Highway,38.26,95,Paid,Yes,Approval,Not Started,48.5,Low,53.15345820177025,10.5,281,Delayed,Delayed,On-Time,On-Time,Delayed
LA-3117,Gujarat,Surat,Railway,69.45,134,Pending,No,Approval,Not Started,34.2,Low,57.353247249934434,21.7,238,Delayed,On-Time,On-Time,Delayed,On-Time
LA-3118,Madhya Pradesh,Indore,Irrigation,73.25,165,Pending,No,Compensation,In Progress,80.4,High,61.22844871289759,9.6,138,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3119,Uttar Pradesh,Lucknow,Highway,40.97,40,Paid,No,Compensation,In Progress,82.5,High,66.72021738884766,23.0,157,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3120,Bihar,Gaya,Irrigation,196.85,231,Paid,No,Notification,Not Started,63.3,High,52.31714912621933,20.1,231,On-Time,Delayed,Delayed,On-Time,On-Time
LA-3121,Tamil Nadu,Madurai,Power Project,50.1,116,Pending,No,Compensation,In Progress,18.2,High,62.903946767393435,54.9,223,Delayed,On-Time,Delayed,Delayed,On-Time
LA-3122,Rajasthan,Jodhpur,Power Project,188.91,306,Partially Paid,No,Possession,Completed,82.8,Medium,51.397620048471175,16.9,190,On-Time,On-Time,Delayed,On-Time,On-Time
LA-3123,West Bengal,Kolkata,Industrial Corridor,91.3,214,Paid,No,Notification,Not Started,88.7,High,38.671700383985694,52.3,286,On-Time,On-Time,On-Time,On-Time,Delayed
LA-3124,Gujarat,Surat,Metro,24.33,13,Pending,No,Possession,Pending,78.7,High,73.1091680594293,20.6,172,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3125,West Bengal,Kolkata,Airport,77.33,186,Paid,No,Compensation,Pending,66.5,High,55.05794042541074,8.6,191,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3126,Karnataka,Bengaluru,Airport,195.19,307,Paid,No,Possession,In Progress,97.5,High,39.003625772662176,16.2,197,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3127,Madhya Pradesh,Indore,Irrigation,75.16,159,Partially Paid,No,Notification,Not Started,93.8,High,73.40759345212354,35.7,165,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3128,Uttar Pradesh,Agra,Metro,48.29,98,Partially Paid,No,Possession,Completed,81.4,Medium,61.23773348589938,31.7,190,Delayed,Delayed,Delayed,On-Time,On-Time
LA-3129,Bihar,Patna,Irrigation,158.75,239,Paid,No,Compensation,In Progress,71.7,High,71.79217089957606,27.1,188,Delayed,Delayed,Delayed,Delayed,On-Time
LA-3130,Gujarat,Vadodara,Highway,44.01,88,Partially Paid,No,Compensation,Pending,63.4,Medium,71.27546739766031,60.0,240,Delayed,On-Time,Delayed,On-Time,On-Time
LA-3131,Uttar Pradesh,Prayagraj,Railway,67.78,167,Partially Paid,No,Compensation,Pending,90.7,High,48.584727452984254,32.2,184,Delayed,On-Time,On-Time,On-Time,Delayed
LA-3132,Delhi,North Delhi,Highway,80.96,149,Partially Paid,No,Notification,Not Started,32.1,Medium,78.95723676385288,12.6,184,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3133,Madhya Pradesh,Indore,Metro,68.5,106,Partially Paid,No,Possession,In Progress,56.4,Low,37.50940680565138,7.2,242,Delayed,On-Time,On-Time,On-Time,Delayed
LA-3134,Rajasthan,Kota,Metro,88.32,204,Paid,No,Compensation,Pending,62.1,Medium,59.04250739215637,28.7,207,Delayed,On-Time,On-Time,Delayed,On-Time
LA-3135,Karnataka,Mangaluru,Railway,73.93,69,Pending,No,Notification,Not Started,61.6,Medium,58.049259379284074,34.2,204,On-Time,Delayed,Delayed,On-Time,On-Time
LA-3136,Bihar,Patna,Irrigation,40.17,82,Paid,No,Notification,Not Started,58.1,Low,53.350818790378874,10.3,205,Delayed,On-Time,On-Time,On-Time,Delayed
LA-3137,Delhi,New Delhi,Industrial Corridor,63.56,148,Pending,Yes,Notification,Not Started,66.3,High,83.39093050467426,31.8,224,Delayed,On-Time,On-Time,Delayed,Delayed
LA-3138,Karnataka,Mangaluru,Industrial Corridor,119.6,189,Paid,No,Compensation,Pending,87.1,High,69.5187183952783,29.8,152,On-Time,On-Time,Delayed,On-Time,On-Time
LA-3139,Uttar Pradesh,Prayagraj,Railway,186.74,279,Paid,No,Compensation,In Progress,57.6,High,43.87807523224171,14.2,163,On-Time,On-Time,On-Time,On-Time,Delayed
LA-3140,Bihar,Bhagalpur,Industrial Corridor,30.05,63,Paid,No,Compensation,In Progress,39.8,High,46.048272128782415,32.6,237,On-Time,On-Time,On-Time,On-Time,Delayed
LA-3141,Tamil Nadu,Coimbatore,Airport,35.2,138,Partially Paid,Yes,Approval,Not Started,50.9,Medium,95.0,18.4,213,On-Time,On-Time,Delayed,On-Time,Delayed
LA-3142,Rajasthan,Udaipur,Industrial Corridor,132.16,269,Paid,Yes,Compensation,Pending,64.8,High,57.846997959147956,17.2,281,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3143,Karnataka,Bengaluru,Industrial Corridor,244.21,456,Partially Paid,No,Compensation,Pending,35.2,Low,53.05926724948648,58.1,294,Delayed,Delayed,Delayed,On-Time,Delayed
LA-3144,Maharashtra,Nashik,Industrial Corridor,53.27,92,Pending,No,Notification,Not Started,54.9,High,82.34684731650901,13.1,116,On-Time,Delayed,On-Time,On-Time,Delayed
LA-3145,Rajasthan,Kota,Airport,38.85,98,Paid,No,Approval,Not Started,59.2,Low,38.343379679186654,16.0,272,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3146,Tamil Nadu,Coimbatore,Irrigation,174.61,316,Paid,No,Notification,Not Started,38.4,Low,85.80515592516193,14.1,172,On-Time,On-Time,On-Time,On-Time,Delayed
LA-3147,Rajasthan,Jodhpur,Industrial Corridor,170.05,299,Pending,No,Possession,Completed,84.3,Low,53.03209146707407,47.1,290,Delayed,Delayed,Delayed,On-Time,On-Time
LA-3148,Gujarat,Rajkot,Power Project,9.89,59,Paid,No,Compensation,In Progress,80.7,Low,72.72341162098888,18.9,196,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3149,Rajasthan,Jaipur,Airport,16.9,87,Paid,No,Possession,Completed,60.0,High,57.81655655482639,49.6,183,On-Time,On-Time,On-Time,Delayed,On-Time
LA-3150,Tamil Nadu,Madurai,Railway,34.42,109,Paid,Yes,Approval,Pending,89.6,Medium,41.384549640146425,26.8,328,Delayed,On-Time,Delayed,Delayed,Delayed
LA-3151,Maharashtra,Pune,Highway,135.68,215,Paid,No,Possession,Pending,34.9,High,67.67701351185593,9.1,150,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3152,Uttar Pradesh,Lucknow,Railway,82.28,203,Paid,No,Compensation,Pending,39.1,Low,79.21694418249355,20.5,186,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3153,Karnataka,Bengaluru,Highway,99.18,222,Partially Paid,No,Compensation,In Progress,64.7,High,29.773915567911203,41.9,313,Delayed,On-Time,On-Time,Delayed,Delayed
LA-3154,Tamil Nadu,Madurai,Railway,208.92,259,Paid,No,Approval,Not Started,47.1,High,47.66388089598513,22.2,188,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3155,Uttar Pradesh,Prayagraj,Power Project,49.08,87,Pending,No,Compensation,Pending,77.7,Low,83.56841301863538,4.7,147,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3156,Maharashtra,Nagpur,Highway,106.75,118,Paid,No,Possession,In Progress,71.2,High,70.96436140058556,12.0,145,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3157,Uttar Pradesh,Varanasi,Highway,138.52,186,Partially Paid,Yes,Approval,Not Started,34.4,High,71.95998693574778,47.2,267,Delayed,Delayed,On-Time,On-Time,Delayed
LA-3158,Maharashtra,Pune,Metro,58.92,122,Paid,No,Notification,Not Started,56.2,High,78.96327307527726,20.0,101,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3159,Rajasthan,Udaipur,Highway,37.46,90,Pending,No,Compensation,In Progress,72.4,Medium,72.01776753980023,15.5,185,On-Time,On-Time,Delayed,On-Time,Delayed
LA-3160,Karnataka,Hubballi,Highway,168.1,237,Partially Paid,No,Possession,Pending,71.6,Medium,67.21203553374373,26.5,186,Delayed,On-Time,Delayed,Delayed,Delayed
LA-3161,Karnataka,Hubballi,Metro,103.49,164,Paid,Yes,Compensation,Pending,74.8,Medium,81.74211519396403,40.7,287,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3162,Madhya Pradesh,Gwalior,Industrial Corridor,23.53,83,Paid,Yes,Approval,Not Started,65.5,Low,59.14838774285478,30.4,330,On-Time,Delayed,On-Time,Delayed,On-Time
LA-3163,Gujarat,Rajkot,Industrial Corridor,209.0,295,Paid,No,Approval,Not Started,39.5,High,64.75134161756083,26.7,166,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3164,Bihar,Gaya,Metro,113.9,200,Paid,Yes,Approval,Not Started,23.2,Medium,77.38783369430195,35.8,289,Delayed,Delayed,On-Time,On-Time,Delayed
LA-3165,Rajasthan,Jaipur,Airport,146.53,314,Partially Paid,Yes,Possession,Completed,82.4,Medium,53.526953975154505,9.5,261,Delayed,On-Time,On-Time,Delayed,Delayed
LA-3166,West Bengal,Howrah,Highway,91.54,133,Paid,No,Possession,Completed,79.2,Medium,86.37340514958248,12.7,110,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3167,Madhya Pradesh,Jabalpur,Highway,46.68,159,Pending,No,Compensation,In Progress,72.5,High,69.37016691671234,59.6,183,On-Time,On-Time,On-Time,Delayed,On-Time
LA-3168,Uttar Pradesh,Varanasi,Metro,96.83,78,Paid,No,Approval,Not Started,41.9,High,47.766603979097155,20.2,200,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3169,Karnataka,Bengaluru,Metro,182.75,192,Pending,No,Possession,In Progress,69.7,High,62.0962238494475,8.7,185,On-Time,Delayed,Delayed,Delayed,On-Time
LA-3170,Maharashtra,Nagpur,Airport,68.15,69,Paid,No,Compensation,In Progress,56.2,High,44.213200153922145,9.9,184,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3171,Karnataka,Hubballi,Power Project,37.59,71,Paid,No,Possession,Completed,78.4,High,66.28843918474226,34.9,195,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3172,Delhi,South Delhi,Industrial Corridor,362.94,613,Pending,No,Compensation,In Progress,42.9,High,59.317932888739215,18.0,175,Delayed,On-Time,Delayed,Delayed,On-Time
LA-3173,Uttar Pradesh,Kanpur,Railway,95.19,87,Pending,Yes,Possession,In Progress,57.1,High,52.029426071600476,21.7,255,Delayed,Delayed,On-Time,Delayed,On-Time
LA-3174,Bihar,Muzaffarpur,Power Project,96.0,190,Partially Paid,No,Possession,In Progress,52.0,High,38.2979487815623,22.0,183,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3175,Uttar Pradesh,Varanasi,Irrigation,70.76,80,Partially Paid,No,Approval,Not Started,66.1,Medium,53.123333352229906,13.8,208,On-Time,On-Time,On-Time,On-Time,Delayed
LA-3176,Bihar,Patna,Industrial Corridor,105.9,212,Pending,Yes,Possession,Pending,62.4,Low,62.29100457858308,29.9,331,On-Time,On-Time,Delayed,Delayed,Delayed
LA-3177,Maharashtra,Mumbai,Highway,146.35,300,Partially Paid,No,Notification,Not Started,46.7,High,59.41998589227351,43.5,216,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3178,Madhya Pradesh,Gwalior,Irrigation,126.4,132,Paid,No,Possession,Pending,73.4,Medium,43.69769296859641,1.8,199,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3179,Karnataka,Mangaluru,Power Project,171.02,302,Paid,No,Possession,Pending,55.7,Low,65.32121096742318,23.1,213,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3180,Rajasthan,Jodhpur,Metro,96.69,158,Partially Paid,No,Approval,Not Started,55.6,Medium,50.21699237601212,46.9,247,On-Time,On-Time,On-Time,Delayed,On-Time
LA-3181,Maharashtra,Pune,Airport,68.17,188,Partially Paid,No,Compensation,Pending,27.8,Low,78.82835082223448,5.1,157,Delayed,On-Time,Delayed,On-Time,On-Time
LA-3182,Uttar Pradesh,Lucknow,Industrial Corridor,173.15,203,Partially Paid,Yes,Compensation,In Progress,32.0,High,81.03694154111449,19.4,203,On-Time,Delayed,On-Time,Delayed,Delayed
LA-3183,Delhi,North Delhi,Airport,194.54,281,Paid,Yes,Possession,In Progress,74.4,Low,61.143823037992675,19.9,299,Delayed,On-Time,Delayed,On-Time,On-Time
LA-3184,Maharashtra,Nagpur,Irrigation,67.3,156,Pending,No,Possession,In Progress,41.2,Medium,88.64188936115983,45.5,191,On-Time,On-Time,On-Time,Delayed,On-Time
LA-3185,Karnataka,Mysuru,Industrial Corridor,38.24,99,Partially Paid,Yes,Compensation,In Progress,55.1,High,62.88554697031249,8.5,203,Delayed,Delayed,On-Time,Delayed,Delayed
LA-3186,West Bengal,Siliguri,Power Project,83.34,138,Partially Paid,No,Possession,In Progress,19.2,Low,45.49264394149672,58.1,316,On-Time,Delayed,Delayed,On-Time,Delayed
LA-3187,Bihar,Bhagalpur,Highway,42.01,108,Paid,No,Approval,Pending,75.7,Low,82.77841541128859,38.5,211,On-Time,Delayed,On-Time,On-Time,Delayed
LA-3188,Tamil Nadu,Coimbatore,Railway,77.1,165,Pending,No,Approval,Not Started,58.3,High,89.21171774141419,5.6,80,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3189,Tamil Nadu,Salem,Airport,111.9,67,Partially Paid,No,Approval,Pending,84.5,Low,79.91933628912493,60.0,256,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3190,Karnataka,Mysuru,Airport,37.24,56,Partially Paid,No,Compensation,Pending,27.3,High,53.54227005899062,32.4,184,On-Time,Delayed,On-Time,On-Time,Delayed
LA-3191,Maharashtra,Pune,Railway,81.44,121,Pending,No,Notification,Not Started,42.2,Medium,46.469550869400635,15.8,245,On-Time,On-Time,Delayed,On-Time,Delayed
LA-3192,Bihar,Patna,Airport,86.08,115,Pending,Yes,Compensation,In Progress,32.6,High,59.74555831933998,8.1,236,On-Time,Delayed,Delayed,On-Time,On-Time
LA-3193,Karnataka,Hubballi,Airport,151.42,333,Paid,Yes,Approval,Not Started,86.9,High,95.0,37.2,212,On-Time,On-Time,On-Time,On-Time,Delayed
LA-3194,Madhya Pradesh,Gwalior,Industrial Corridor,199.65,394,Pending,No,Possession,Pending,27.7,Medium,47.34678019352667,40.6,255,Delayed,Delayed,On-Time,Delayed,Delayed
LA-3195,Uttar Pradesh,Prayagraj,Industrial Corridor,66.69,139,Partially Paid,Yes,Notification,Not Started,70.3,High,77.3113266629549,12.7,193,Delayed,On-Time,Delayed,Delayed,On-Time
LA-3196,Gujarat,Ahmedabad,Railway,275.95,317,Paid,No,Compensation,In Progress,67.6,High,63.61197959207209,5.9,127,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3197,Rajasthan,Kota,Irrigation,134.98,259,Paid,No,Compensation,In Progress,50.6,High,79.16228287134622,40.5,146,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3198,Bihar,Gaya,Highway,62.37,191,Paid,Yes,Possession,In Progress,58.2,High,46.10017573695535,21.7,245,On-Time,Delayed,On-Time,On-Time,Delayed
LA-3199,Rajasthan,Jodhpur,Power Project,65.71,106,Partially Paid,Yes,Compensation,In Progress,75.3,Medium,61.25747900180634,17.4,270,Delayed,On-Time,Delayed,On-Time,Delayed
LA-3200,Gujarat,Vadodara,Power Project,60.85,193,Partially Paid,No,Possession,In Progress,15.3,High,51.52925487342119,41.9,234,On-Time,Delayed,Delayed,On-Time,Delayed
LA-3201,West Bengal,Howrah,Irrigation,57.77,57,Paid,Yes,Possession,In Progress,73.1,Low,52.38273681328572,19.4,295,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3202,Uttar Pradesh,Prayagraj,Airport,181.48,127,Pending,Yes,Compensation,In Progress,38.9,High,76.04964559948947,15.9,233,On-Time,On-Time,On-Time,Delayed,Delayed
LA-3203,Gujarat,Surat,Highway,143.99,304,Pending,No,Approval,Pending,74.6,High,48.21430432626737,21.1,164,Delayed,On-Time,Delayed,On-Time,Delayed
LA-3204,Delhi,North Delhi,Railway,70.72,147,Partially Paid,No,Possession,In Progress,87.3,High,69.34803940313846,2.4,142,On-Time,Delayed,On-Time,On-Time,Delayed
LA-3205,Karnataka,Mangaluru,Irrigation,49.35,95,Pending,No,Compensation,Pending,56.7,Medium,65.8366327266513,21.6,174,On-Time,On-Time,On-Time,Delayed,On-Time
LA-3206,Bihar,Bhagalpur,Railway,167.98,354,Pending,No,Approval,Not Started,67.2,High,50.692921301620196,51.7,258,On-Time,On-Time,Delayed,Delayed,Delayed
LA-3207,Maharashtra,Nagpur,Industrial Corridor,94.24,63,Paid,Yes,Compensation,In Progress,54.1,Medium,53.93418413462884,23.6,308,Delayed,Delayed,On-Time,On-Time,On-Time
LA-3208,Bihar,Patna,Airport,32.4,5,Pending,Yes,Possession,In Progress,41.9,High,70.0089873054573,18.1,275,On-Time,Delayed,Delayed,On-Time,Delayed
LA-3209,Maharashtra,Pune,Metro,9.18,50,Pending,No,Possession,Completed,42.7,Low,64.6229532962689,42.6,242,On-Time,Delayed,On-Time,On-Time,Delayed
LA-3210,Bihar,Muzaffarpur,Railway,72.49,118,Paid,No,Possession,In Progress,46.9,High,65.5744173087807,28.7,127,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3211,Tamil Nadu,Coimbatore,Irrigation,100.63,241,Pending,No,Approval,Pending,72.8,Low,61.51096952413902,37.3,215,Delayed,On-Time,Delayed,On-Time,Delayed
LA-3212,Tamil Nadu,Chennai,Airport,117.45,229,Paid,Yes,Approval,Not Started,52.4,High,60.54015182368128,20.3,240,On-Time,On-Time,Delayed,Delayed,Delayed
LA-3213,Delhi,North Delhi,Highway,209.25,240,Partially Paid,No,Notification,Not Started,65.9,High,64.67656823166949,9.2,148,On-Time,On-Time,On-Time,Delayed,On-Time
LA-3214,West Bengal,Kolkata,Irrigation,20.83,98,Pending,No,Approval,Not Started,76.5,High,86.58803396479144,24.0,108,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3215,Karnataka,Mysuru,Industrial Corridor,94.93,182,Pending,No,Possession,In Progress,43.5,High,72.93624472594641,45.0,189,On-Time,Delayed,Delayed,Delayed,Delayed
LA-3216,Maharashtra,Mumbai,Power Project,81.88,167,Partially Paid,Yes,Approval,Pending,44.2,Medium,63.03665740545329,39.5,316,Delayed,On-Time,On-Time,Delayed,Delayed
LA-3217,Tamil Nadu,Coimbatore,Highway,38.48,125,Partially Paid,No,Compensation,In Progress,75.1,Low,48.7723755743982,5.2,242,On-Time,On-Time,Delayed,On-Time,Delayed
LA-3218,Maharashtra,Aurangabad,Railway,154.78,299,Partially Paid,No,Compensation,In Progress,82.6,High,58.71454648767962,34.0,193,Delayed,On-Time,Delayed,On-Time,Delayed
LA-3219,Bihar,Bhagalpur,Railway,70.58,128,Partially Paid,Yes,Possession,Completed,59.8,Medium,51.19633953647558,26.6,286,Delayed,On-Time,Delayed,On-Time,Delayed
LA-3220,Uttar Pradesh,Kanpur,Highway,81.18,82,Paid,No,Notification,Not Started,51.6,High,53.051205686211205,19.8,200,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3221,Karnataka,Hubballi,Railway,46.14,11,Partially Paid,Yes,Approval,Not Started,26.5,High,36.943286405354954,7.6,300,On-Time,On-Time,On-Time,On-Time,Delayed
LA-3222,Rajasthan,Jaipur,Irrigation,92.91,179,Pending,No,Approval,Pending,23.8,High,64.83061665851017,36.7,173,Delayed,On-Time,On-Time,Delayed,Delayed
LA-3223,Uttar Pradesh,Prayagraj,Airport,121.56,148,Paid,No,Approval,Pending,95.0,Low,95.0,16.1,131,On-Time,On-Time,On-Time,Delayed,Delayed
LA-3224,Maharashtra,Nashik,Railway,92.23,148,Partially Paid,No,Possession,In Progress,94.3,High,67.9425349769932,7.5,158,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3225,Delhi,South Delhi,Industrial Corridor,60.06,140,Paid,No,Possession,In Progress,87.4,Medium,75.91110702491288,21.2,176,On-Time,Delayed,Delayed,On-Time,On-Time
LA-3226,Rajasthan,Jaipur,Airport,128.39,165,Partially Paid,Yes,Compensation,In Progress,47.0,High,79.39697693110124,6.5,192,Delayed,On-Time,Delayed,Delayed,On-Time
LA-3227,Maharashtra,Mumbai,Irrigation,130.82,75,Paid,No,Possession,In Progress,29.8,High,60.69952330211032,21.5,205,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3228,Madhya Pradesh,Gwalior,Metro,119.34,227,Paid,No,Approval,Pending,76.3,High,61.703724712135795,12.0,119,On-Time,Delayed,Delayed,On-Time,On-Time
LA-3229,Maharashtra,Aurangabad,Railway,152.49,294,Paid,No,Possession,In Progress,90.5,High,44.049998964694616,46.5,237,Delayed,On-Time,On-Time,Delayed,On-Time
LA-3230,Maharashtra,Pune,Railway,61.16,96,Paid,No,Approval,Not Started,69.2,High,67.95372203610566,20.4,162,On-Time,On-Time,Delayed,On-Time,On-Time
LA-3231,Karnataka,Mangaluru,Industrial Corridor,54.62,83,Paid,No,Possession,In Progress,62.9,High,65.83833919309998,30.4,214,On-Time,Delayed,Delayed,On-Time,Delayed
LA-3232,Delhi,South Delhi,Irrigation,47.84,82,Paid,No,Compensation,Pending,73.2,High,52.15723318932581,45.0,222,Delayed,Delayed,On-Time,On-Time,On-Time
LA-3233,Bihar,Patna,Industrial Corridor,35.19,54,Paid,Yes,Notification,Not Started,70.0,Low,82.22814522534804,24.9,258,Delayed,On-Time,On-Time,On-Time,On-Time
LA-3234,Bihar,Bhagalpur,Power Project,54.24,19,Paid,No,Approval,Not Started,65.2,High,53.350472600870106,31.2,204,Delayed,On-Time,On-Time,On-Time,On-Time
LA-3235,Karnataka,Mysuru,Irrigation,58.46,138,Pending,No,Approval,Pending,69.0,Medium,95.0,60.0,205,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3236,Madhya Pradesh,Indore,Highway,48.08,75,Paid,No,Compensation,In Progress,50.6,High,71.05169435018448,34.9,194,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3237,Bihar,Muzaffarpur,Highway,80.55,164,Pending,No,Notification,Not Started,90.4,Low,64.67190293682978,31.2,267,On-Time,On-Time,Delayed,On-Time,Delayed
LA-3238,Uttar Pradesh,Kanpur,Highway,26.92,78,Partially Paid,Yes,Compensation,In Progress,14.0,High,94.08413195953571,8.3,121,Delayed,On-Time,On-Time,Delayed,Delayed
LA-3239,Delhi,North Delhi,Industrial Corridor,152.46,259,Paid,No,Compensation,Pending,61.6,High,30.754465665571608,22.9,217,On-Time,Delayed,On-Time,On-Time,Delayed
LA-3240,Maharashtra,Nashik,Highway,75.83,130,Paid,No,Compensation,In Progress,62.6,Low,60.7066722821041,60.0,306,Delayed,Delayed,On-Time,On-Time,On-Time
LA-3241,Tamil Nadu,Coimbatore,Irrigation,100.07,101,Pending,Yes,Possession,In Progress,88.1,High,58.4967924188691,30.4,269,On-Time,Delayed,Delayed,On-Time,On-Time
LA-3242,Delhi,New Delhi,Highway,37.03,84,Partially Paid,No,Notification,Not Started,68.3,Medium,62.28294855510977,26.1,213,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3243,Madhya Pradesh,Indore,Metro,83.31,113,Paid,Yes,Compensation,Pending,91.3,Medium,68.39184557822408,19.7,245,Delayed,Delayed,Delayed,Delayed,Delayed
LA-3244,West Bengal,Kolkata,Highway,117.04,290,Paid,No,Possession,In Progress,94.2,High,61.84133057694574,12.6,160,Delayed,On-Time,Delayed,On-Time,On-Time
LA-3245,Bihar,Bhagalpur,Railway,93.24,120,Paid,No,Compensation,In Progress,82.9,Low,86.01503084673735,11.1,160,Delayed,Delayed,On-Time,On-Time,On-Time
LA-3246,Rajasthan,Kota,Power Project,167.33,281,Pending,No,Compensation,Pending,64.0,Low,71.53060200901967,22.9,221,Delayed,Delayed,On-Time,On-Time,On-Time
LA-3247,Delhi,South Delhi,Industrial Corridor,103.41,202,Pending,No,Compensation,In Progress,22.8,Low,72.25984196959959,30.3,231,On-Time,Delayed,On-Time,On-Time,Delayed
LA-3248,Bihar,Gaya,Airport,25.86,79,Paid,Yes,Approval,Pending,86.3,Low,71.9351872380916,11.8,275,Delayed,On-Time,On-Time,On-Time,On-Time
LA-3249,Madhya Pradesh,Gwalior,Power Project,61.08,130,Paid,Yes,Compensation,Pending,90.8,Medium,45.6739979968621,11.5,296,Delayed,Delayed,Delayed,On-Time,Delayed
LA-3250,Uttar Pradesh,Varanasi,Metro,34.03,153,Paid,No,Possession,In Progress,90.8,High,68.0294921392601,5.9,129,On-Time,On-Time,Delayed,On-Time,On-Time
LA-3251,Uttar Pradesh,Kanpur,Industrial Corridor,147.17,328,Pending,No,Notification,Not Started,63.7,Medium,68.54700013896566,30.8,231,On-Time,Delayed,Delayed,On-Time,Delayed
LA-3252,Bihar,Gaya,Irrigation,82.76,185,Partially Paid,No,Possession,In Progress,83.6,High,48.135388905179695,27.0,227,Delayed,On-Time,On-Time,Delayed,On-Time
LA-3253,Karnataka,Mangaluru,Industrial Corridor,173.71,287,Pending,No,Approval,Not Started,52.0,High,78.28999962162253,34.2,156,On-Time,On-Time,On-Time,On-Time,On-Time
LA-3254,Tamil Nadu,Chennai,Railway,27.27,87,Paid,No,Compensation,In Progress,56.6,Medium,34.43879519969515,6.8,249,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3255,Bihar,Gaya,Irrigation,63.08,86,Partially Paid,No,Possession,Pending,42.4,Low,95.0,10.9,187,On-Time,Delayed,On-Time,Delayed,On-Time
LA-3256,Madhya Pradesh,Bhopal,Power Project,104.49,165,Paid,No,Possession,Completed,53.4,High,64.43706552311535,1.0,115,On-Time,Delayed,On-Time,On-Time,On-Time
LA-3257,Rajasthan,Udaipur,Power Project,53.01,80,Pending,No,Possession,Pending,67.4,Low,52.16822432346649,10.0,217,Delayed,On-Time,On-Time,On-Time,On-Time
LA-3258,Gujarat,Surat,Highway,26.8,82,Paid,No,Possession,In Progress,60.8,High,74.26592363151494,11.3,130,On-Time,On-Time,On-Time,Delayed,On-Time
LA-3259,Maharashtra,Pune,Irrigation,197.11,350,Pending,No,Approval,Not Started,82.2,High,74.39230570734775,36.3,172,On-Time,On-Time,Delayed,Delayed,On-Time
LA-3260,Gujarat,Rajkot,Railway,153.22,255,Paid,No,Compensation,Pending,72.3,Low,95.0,38.4,177,Delayed,On-Time,Delayed,Delayed,Delayed
LA-3261,Tamil Nadu,Madurai,Highway,53.0,159,Partially Paid,No,Approval,Not Started,80.6,Low,91.73264323502364,16.6,176,On-Time,On-Time,On-Time,Delayed,Delayed
LA-3262,Madhya Pradesh,Indore,Highway,89.47,186,Paid,No,Approval,Pending,67.4,High,45.05250754315388,60.0,258,On-Time,On-Time,On-Time,On-Time,On-Time
